RTP Audio Master [INFO] :: 2024-01-04 17:42:02,074 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:42:02,084 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:42:10,307 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:10,309 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:42:10,312 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:42:10,312 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:20,307 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:20,310 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:42:30,307 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:30,310 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:42:37,290 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:40,188 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:44,864 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:42:44,875 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:42:44,891 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:42:50,188 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:50,191 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:43:00,188 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:00,192 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:43:10,188 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:10,199 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:43:20,188 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:20,191 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:43:30,188 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:30,192 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:43:36,194 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:55,921 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:43:57,649 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:43:57,659 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:43:57,675 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:44:05,921 -> [TCP] Open socket
